#---------------,--------------------,--------------------,-------,---------,-----------
#  NAME         ,  RAJ               ,  DECJ              ,  DIST ,  AGE    ,  EDOT
#               ,  (hms)             ,  (dms)             ,  (kpc),  (Yr)   ,  (ergs/s)
#---------------,--------------------,--------------------,-------,---------,-----------
  J1833-0831    , 18:33:44.37        , -08:31:07.7        , *     , 3.49e+04, 3.1e+32

  J1833-1034    , 18:33:33.57        , -10:34:07.5        , 4.100 , 4.85e+03, 3.4e+37
  J1833-1055    , 18:33:58.40        , -10:55:31          , 7.698 , 1.91e+07, 8.2e+31
  J1833-3840    , 18:33:04.6         , -38:40:46          , 4.645 , 1.67e+09, 1.1e+35
  B1828-60      , 18:33:14.8         , -60:23:04          , 1.336 , 1.11e+08, 1.6e+30
  B1831-00      , 18:34:17.25        , -00:10:53.3        , 3.352 , 7.84e+08, 2.9e+30

  J1834-0031    , 18:34:51.093       , -00:31:34.3        , 4.675 , 1.16e+07, 4.9e+32
  B1831-04      , 18:34:25.602       , -04:26:15.84       , 2.491 , 6.39e+07, 1.2e+32
  J1834-0602    , 18:34:37.97        , -06:02:35          , 6.340 , 4.23e+06, 6.2e+32
  J1834-0633    , 18:34:29.25        , -06:33:01.1        , 8.354 , 8.32e+06, 7.5e+32
  J1834-0731    , 18:34:15.97        , -07:31:05.93       , 4.072 , 1.4e+05 , 1.7e+34

  J1834-0742    , 18:34:31.32        , -07:42:20.6        , 4.909 , 3.85e+05, 2.6e+33
  J1834-0812    , 18:34:29.8         , -08:12:00          , 5.953 , 7.81e+05, 3.3e+33
  J1834-0845    , 18:34:52.118       , -08:45:56.02       , *     , 4.94e+03, 2.1e+34
  J1834-09      , 18:34:36           , -09:15             , 4.851 , *       , *
  J1834+10      , 18:34:27           , +10:44             , 4.115 , *       , *

  J1834-1202    , 18:34:23.12        , -12:02:26.4        , 6.117 , 1.43e+09, 1.2e+30
  J1834-1710    , 18:34:53.401       , -17:10:50          , 3.405 , 1.21e+08, 4.0e+31
  J1834-1855    , 18:34:45.94        , -18:55:59          , 8.114 , 1.2e+07 , 2.4e+31
  J1835-0114    , 18:35:21.9179      , -01:14:33.61       , 3.457 , 1.16e+10, 2.1e+33
  J1835-0349    , 18:35:12.946       , -03:49:09.9        , 5.510 , 4.36e+06, 2.0e+32

  J1835-0522    , 18:35:08.12        , -05:22:08          , 8.791 , 3.64e+07, 1.5e+31
  J1835-0600    , 18:35:20.25        , -06:00:00          , 10.644, 4.18e+06, 3.0e+31
  B1832-06      , 18:35:05.561       , -06:43:06.4        , 5.028 , 1.2e+05 , 5.6e+34
  J1835-0847    , 18:35:45.72        , -08:47:20          , 6.144 , 2.77e+07, 3.2e+31
  J1835-0924    , 18:35:38.02        , -09:24:27          , 5.043 , 6.36e+05, 1.3e+33

  J1835-09242   , 18:35:21.822       , -09:24:15.9        , 5.062 , 3.15e+08, 3.6e+31
  J1835-0928    , 18:35:22.22        , -09:28:02          , 4.881 , 1.02e+07, 1.6e+32
  J1835-0944    , 18:35:46.653       , -09:44:27.2        , 4.215 , 5.25e+05, 5.6e+34
  J1835-0946    , 18:35:44.86        , -09:46:38          , 3.633 , 1.39e+08, 3.1e+31
  J1835-1020    , 18:35:57.5784      , -10:20:04.50       , 2.909 , 8.1e+05 , 8.4e+33

  J1835-1106    , 18:35:18.41        , -11:06:16.1        , 3.159 , 1.28e+05, 1.8e+35
  J1835-15      , 18:35:54           , -15:35:25          , 0.789 , *       , *
  J1835-1548    , 18:35:50.33        , -15:48:38          , 19.572, 6.11e+06, 2.3e+32
  J1835-3259A   , 18:35:44           , -32:59:25          , 10.000, *       , *
  J1835-3259B   , 18:35:45.4704      , -32:59:25.48       , *     , 6.68e+08, 2.8e+35

  B1834-04      , 18:36:51.7904      , -04:36:37.68       , 4.358 , 3.38e+06, 1.5e+33
  J1836-0517    , 18:36:25.20        , -05:17:35          , 8.315 , 5.56e+06, 5.4e+32
  B1834-10      , 18:36:53.925       , -10:08:08.3        , 5.343 , 7.56e+05, 2.6e+33
  J1836-11      , 18:36:06           , -11:17             , 6.066 , *       , *
  J1836-1324    , 18:36:52.287       , -13:24:33.6        , 3.638 , 2.73e+06, 7.2e+33

  J1836-2354A   , 18:36:25.4452      , -23:54:52.39       , 3.200 , 2.29e+10, 2.4e+33
  J1836-2354B   , 18:36:24.351       , -23:54:28.7        , 3.200 , *       , *
  J1836+51      , 18:36              , +51                , 5.258 , *       , *
  J1836+5925    , 18:36:13.674       , +59:25:30.15       , 0.300 , 1.83e+06, 1.1e+34
  J1837+0033g   , 18:37:41           , +00:33             , 5.483 , *       , *

  J1837-0045    , 18:37:32.154       , -00:45:10.6        , 3.145 , 5.8e+06 , 2.8e+32
  J1837+0053    , 18:37:28.45        , +00:53:13          , 4.250 , 1.99e+08, 1.4e+31
  J1837-0559    , 18:37:23.652       , -05:59:28.6        , 4.315 , 9.63e+05, 1.6e+34
  J1837-0604    , 18:37:43.55        , -06:04:49          , 4.779 , 3.38e+04, 2.0e+36
  B1834-06      , 18:37:14.65        , -06:53:02.1        , 4.137 , 3.91e+07, 4.4e+30

  J1837-0822    , 18:37:39.654       , -08:22:12.4        , 5.239 , 1.44e+08, 3.6e+30
  J1837+1221    , 18:37:07.12        , +12:21:54.0        , 6.603 , 5.02e+06, 3.2e+31
  J1837-1243    , 18:37:09.41        , -12:43:56          , 8.270 , 8.14e+05, 2.2e+32
  J1837-1837    , 18:37:54.25        , -18:37:08          , 3.232 , 1.78e+06, 9.2e+32
  J1838+0022g   , 18:38:24           , +00:22             , 4.071 , *       , *

  J1838+0027g   , 18:38:13           , +00:27             , 5.802 , *       , *
  J1838+0044g   , 18:38:11           , +00:44             , 6.922 , *       , *
  J1838-01      , 18:38:30           , -01:01             , 7.777 , *       , *
  J1838-0107    , 18:38:39.423       , -01:07:48.64       , 6.096 , 1.29e+09, 2.5e+30
  J1838-0453    , 18:38:11.4         , -04:53:25.32       , 6.629 , 5.19e+04, 8.3e+34

  J1838-0537    , 18:38:56.02        , -05:37:09          , *     , 4.89e+03, 6.0e+36
  J1838-0549    , 18:38:38.065       , -05:49:12.1        , 4.061 , 1.12e+05, 1.0e+35
  J1838-0624    , 18:38:51.78        , -06:24:54          , 4.545 , 1.9e+08 , 3.8e+30
  J1838-0655    , 18:38:03.13        , -06:55:33.4        , 6.600 , 2.27e+04, 5.5e+36
  J1838-1046    , 18:38:26.48        , -10:46:57          , 4.135 , 6.27e+06, 6.7e+31

  J1838+1523    , 18:38:46.78        , +15:23:25.4        , 3.514 , 4.29e+08, 4.8e+30
  J1838+1650    , 18:38:43.062       , +16:50:16.05       , 1.541 , 1.13e+07, 1.5e+31
  J1838-1849    , 18:38:33.79        , -18:49:59          , 8.398 , 1.93e+08, 1.4e+31
  J1838+50      , 18:38              , +50:51             , 1.704 , *       , *
  J1839-0141    , 18:39:06.9848      , -01:41:56.0        , 6.074 , 2.49e+06, 2.9e+32

  J1839-0223    , 18:39:58.032       , -02:23:09.5        , 6.088 , 4.21e+06, 9.2e+31
  J1839-0321    , 18:39:37.520       , -03:21:10.8        , 7.852 , 3.02e+05, 3.6e+34
  J1839-0332    , 18:39:56.583       , -03:32:58.6        , 4.042 , 8.91e+06, 9.8e+30
  J1839-0402    , 18:39:51.06        , -04:02:24.9        , 4.231 , 1.07e+06, 2.1e+33
  J1839-0436    , 18:39:00.064       , -04:36:57.5        , 4.483 , 2.92e+06, 9.6e+33

  J1839-0459    , 18:39:42.619       , -04:59:58.8        , 3.945 , 2.8e+06 , 6.5e+32
  J1839-0627    , 18:39:20.46        , -06:27:34          , 2.531 , 5.83e+07, 4.6e+31
  J1839-0643    , 18:39:09.803       , -06:43:45.2        , 4.804 , 1.96e+06, 1.6e+33
  J1839-0905    , 18:39:53.46        , -9:05:14.1         , 6.815 , 2.55e+05, 1.4e+34
  J1839-1238    , 18:39:43.708       , -12:38:40.7        , 3.976 , 6.12e+06, 2.8e+31

  J1840+0012g   , 18:40:49           , +00:12             , 3.515 , *       , *
  J1840+0214    , 18:40:34.087       , +02:14:54.7        , 5.846 , 1.52e+06, 6.5e+32
  J1840-0445    , 18:40:45.5         , -04:45:08          , 4.557 , 5.93e+05, 5.9e+33
  J1840-0559    , 18:40:23.18        , -05:59:16.2        , 4.225 , 1.42e+06, 6.0e+32
  J1840-0626    , 18:40:16.31        , -06:26:15.4        , 5.727 , 1.3e+06 , 1.3e+32

  J1840-0643    , 18:40:08.9402      , -06:43:36.06       , 4.990 , 5.91e+09, 8.4e+31
  J1840-0753    , 18:40:47.6         , -07:53:32          , 14.281, 6.94e+07, 4.7e+31
  J1840-0809    , 18:40:33.365       , -08:09:03.62       , 5.742 , 6.44e+06, 1.1e+32
  J1840-0815    , 18:40:13.756       , -08:15:08.88       , 4.195 , 7.16e+06, 7.3e+31
  J1840-0840    , 18:40:51.9         , -08:40:29          , 5.450 , 3.55e+06, 6.2e+30

  J1840-1122    , 18:40:24.066       , -11:22:10.7        , 9.981 , 2.33e+06, 3.0e+32
  J1840-1207    , 18:40:53.782       , -12:07:32.6        , 10.764, 3.74e+06, 2.9e+32
  J1840-1419    , 18:40:33.04        , -14:19:06.5        , 0.721 , 1.65e+07, 8.7e+29
  B1839+56      , 18:40:44.5372      , +56:40:54.852      , 1.449 , 1.75e+07, 1.3e+31
  J1841+0130    , 18:41:17.761       , +01:30:16.9        , 4.230 , 5.77e+07, 1.2e+34

  J1841-0157    , 18:41:56.207       , -01:57:54.6        , 7.930 , 5.81e+05, 2.4e+33
  J1841-0310    , 18:41:25.89        , -03:10:21          , 4.170 , 7.83e+07, 2.9e+30
  J1841-0345    , 18:41:38.68        , -03:48:42.6        , 3.776 , 5.59e+04, 2.7e+35
  J1841-04      , 18:41:10           , -04:48             , 0.993 , *       , *
  B1838-04      , 18:41:05.663       , -04:25:19.50       , 4.399 , 4.61e+05, 3.9e+34

  J1841-0456    , 18:41:19.343       , -04:56:11.16       , 9.600 , 4.57e+03, 9.9e+32
  J1841-0500    , 18:41:18.14        , -05:00:19.5        , 4.969 , 4.16e+05, 1.8e+33
  J1841-0524    , 18:41:49.32        , -05:24:29.5        , 4.125 , 3.02e+04, 1.0e+35
  B1839+09      , 18:41:55.959       , +09:12:07.35       , 1.664 , 5.54e+06, 7.8e+32
  J1841-1404    , 18:41:34.3         , -14:04:19          , 14.205, 3.3e+07 , 1.1e+31

  J1841-7845    , 18:41:25.9         , -78:45:15          , 2.459 , 3.5e+07 , 1.4e+32
  J1842-0153    , 18:42:57.870       , -01:53:26.7        , 6.875 , 2.48e+06, 2.3e+32
  J1842+0257    , 18:42:30.93        , +02:57:58.8        , 4.990 , 1.65e+06, 4.0e+31
  J1842-0309    , 18:42:19.02        , -03:09:46          , 8.637 , 1.42e+06, 2.7e+33
  J1842+0358    , 18:42:17.022       , +03:58:35.3        , 4.329 , 4.56e+06, 2.5e+33

  B1839-04      , 18:42:26.49        , -04:00:01.52       , 3.711 , 5.74e+07, 3.2e+30
  J1842-0415    , 18:42:11.289       , -04:15:38.2        , 3.605 , 3.8e+05 , 5.9e+33
  J1842-0612    , 18:42:43.05        , -06:12:36          , 5.727 , 4.07e+08, 4.8e+30
  J1842+0638    , 18:42:10.002       , +06:38:15.0        , 15.962, 6.52e+07, 9.8e+31
  J1842-0800    , 18:42:54.943       , -08:00:53.5        , 3.946 , 1.03e+08, 3.9e+30

  J1842-0905    , 18:42:22.15        , -09:05:30.0        , 9.713 , 5.21e+05, 1.0e+34
  J1842+1332    , 18:42:29.96        , +13:32:01.5        , 6.430 , 3.26e+07, 8.6e+31
  J1842-27      , 18:42:02           , -27:58:19          , 2.573 , *       , *
  J1842-39      , 18:42              , -39                , 1.974 , *       , *
  J1843-0000    , 18:43:27.965       , -00:00:41.5        , 3.336 , 1.79e+06, 4.5e+32

  J1843-0050    , 18:43:36.72        , -00:50:10          , 8.300 , 4.97e+07, 2.1e+31
  J1843+0119    , 18:43:23.90        , +01:19:27.1        , 6.069 , 5.34e+06, 7.3e+31
  J1843-0137    , 18:43:12.63        , -01:37:46.3        , 7.662 , 4.3e+06 , 3.2e+32
  J1843-0211    , 18:43:30.328       , -02:11:02.8        , 5.931 , 2.22e+06, 6.8e+31
  J1843-0355    , 18:43:06.663       , -03:55:56.6        , 5.798 , 2.02e+06, 1.8e+34

  J1843-0408    , 18:43:43.44        , -04:08:04          , 3.983 , 5.18e+06, 2.0e+32
  J1843-0459    , 18:43:27.643       , -04:59:30.4        , 4.887 , 1.4e+07 , 7.8e+31
  J1843-0510    , 18:43:09.732       , -05:10:04.5        , 4.068 , 2.73e+06, 5.1e+32
  J1843-0702    , 18:43:22.439       , -07:02:54.6        , 4.285 , 1.42e+06, 1.2e+34
  J1843-0744    , 18:43:05.487       , -07:44:30.1        , 7.053 , 5.66e+05, 4.9e+33

  J1843-0806    , 18:43:28.715       , -08:06:44.9        , 4.314 , 4.9e+05 , 4.4e+33
  J1843-1113    , 18:43:41.261917    , -11:13:31.0686     , 1.260 , 3.06e+09, 6.0e+34
  J1843-1448    , 18:43:01.3750      , -14:48:12.61       , 3.473 , 1.4e+10 , 1.5e+33
  J1843-1507    , 18:43:33.607       , -15:07:03.0        , 12.020, 1.28e+06, 1.4e+33
  J1843+2024    , 18:43:26.18        , +20:24:54.6        , 6.027 , 5.19e+07, 1.0e+30

  J1843-40      , 18:43:03           , -40:33:51          , 3.908 , *       , *
  J1844+00      , 18:44:11           , +00:35             , 6.860 , *       , *
  J1844+0028g   , 18:44:36           , +00:28.8           , 4.570 , *       , *
  J1844-0030    , 18:44:41.099       , -00:30:25.8        , 10.411, 1.67e+06, 9.1e+32
  J1844+0115    , 18:44:40.5474      , +01:15:34.974      , 4.358 , 6.19e+09, 5.8e+33

  B1842-02      , 18:44:44.975       , -02:44:40.9        , 4.894 , 4.81e+05, 5.0e+33
  J1844-0256    , 18:44:53           , -02:56             , 6.030 , *       , *
  J1844-03      , 18:44:57           , -03:00:00          , *     , *       , *
  J1844-0302    , 18:44:06.918       , -03:02:11.2        , 5.261 , 2.43e+06, 1.8e+32
  J1844-0310    , 18:44:45.48        , -03:10:37.1        , 5.973 , 8.13e+05, 2.8e+33

  J1844-0346    , 18:44:32.89        , -03:46:30.6        , *     , 1.16e+04, 4.2e+36
  B1841-04      , 18:44:33.452       , -04:33:12.4        , 3.074 , 4.01e+06, 1.6e+32
  J1844-0452    , 18:44:01.54        , -04:52:20.9        , 5.684 , 6.28e+06, 1.4e+33
  J1844-0502    , 18:44:33.96        , -05:02:00.5        , 4.578 , 8.6e+07 , 6.5e+31
  B1841-05      , 18:44:05.12        , -05:38:34.1        , 5.404 , 4.17e+05, 2.3e+34

  B1842+14      , 18:44:54.8946      , +14:54:14.12       , 1.683 , 3.18e+06, 1.4e+33
  J1844+41      , 18:44:45           , +41:17             , 5.554 , *       , *
  J1845-0028g   , 18:45:40           , -00:28             , 5.336 , *       , *
  J1845-0316    , 18:45:52.9         , -03:16:05          , 5.063 , 3.71e+05, 3.9e+34
  B1842-04      , 18:45:34.709       , -04:34:29.8        , 4.093 , 6.81e+05, 3.9e+33

  J1845-0545    , 18:45:38.49        , -05:45:18.2        , 5.471 , 1.29e+06, 4.1e+32
  J1845+0623    , 18:45:08.59        , +06:23:57.6        , 4.918 , 4.13e+07, 7.5e+30
  J1845-0635    , 18:45:07.406       , -06:35:23.4        , 9.407 , 1.2e+06 , 4.5e+33
  J1845-0743    , 18:45:57.1833      , -07:43:38.57       , 7.113 , 4.52e+06, 1.3e+34
  J1845-0826    , 18:45:05.693       , -08:26:39.7        , 5.011 , 1.07e+06, 1.4e+33

  J1845-1114    , 18:45:45.778       , -11:14:11.0        , 6.715 , 1.63e+06, 9.0e+33
  J1845-1351    , 18:45:11.50        , -13:51:54.5        , 9.175 , 4.27e+06, 2.1e+31
  J1846+0051    , 18:46:43.821       , +00:51:39.0        , 3.998 , 6.13e+05, 5.4e+33
  J1846-0257    , 18:46:15.49        , -02:57:36.0        , 4.003 , 4.42e+05, 7.1e+31
  J1846-0258    , 18:46:24.94        , -02:58:30.1        , 5.800 , 728     , 8.1e+36

  J1846-0749    , 18:46:19.744       , -07:49:21.4        , 13.990, 4.4e+06 , 1.2e+33
  J1846-07492   , 18:46:07.999       , -07:49:13.2        , 4.220 , 2.63e+06, 3.2e+32
  J1846+0919    , 18:46:26.0         , +09:19:46          , 1.530 , 3.6e+05 , 3.4e+34
  J1846-4249    , 18:46              , -42:49             , 3.744 , *       , *
  J1846-7403    , 18:46:13.78        , -74:03:04          , 25.000, 1.28e+07, 2.1e+30

  J1847+01      , 18:47:05           , +01:13             , 0.893 , *       , *
  J1847+0110g   , 18:47:23           , +01:10             , 4.582 , *       , *
  J1847-0130    , 18:47:35.21        , -01:30:46          , 5.801 , 8.33e+04, 1.7e+32
  J1847+0133g   , 18:47:01           , +01:33             , 4.858 , *       , *
  B1844-04      , 18:47:22.842       , -04:02:14.4        , 3.419 , 1.83e+05, 9.6e+33

  J1847-0427    , 18:47:18.86        , -04:27:59          , 3.966 , 6.96e+08, 1.3e+31
  J1847-0438    , 18:47:37.925       , -04:38:15.3        , 4.378 , 1.39e+06, 4.9e+32
  J1847-0443    , 18:47:51.85        , -04:43:36.2        , 8.517 , 1.91e+08, 2.8e+31
  J1847-0605    , 18:47:21.071       , -06:05:14.1        , 4.324 , 2.65e+06, 3.9e+32
  J1847+0614g   , 18:47:34           , +06:14             , 16.661, *       , *

  J1848-0023    , 18:48:37.89        , -00:23:17          , 1.154 , 5.29e+06, 4.1e+32
  J1848-0055    , 18:48:45.50        , -00:55:53          , 7.408 , 3.22e+06, 2.6e+33
  B1845-01      , 18:48:23.5895      , -01:23:58.33       , 4.400 , 1.99e+06, 7.2e+32
  J1848+0127g   , 18:48:19           , +01:27             , 2.451 , *       , *
  J1848+0150g   , 18:48:43           , +01:50.4           , 10.029, *       , *

  J1848+0351    , 18:48:42.24        , +03:51:35.7        , 11.770, 4.51e+07, 3.8e+32
  J1848-0511    , 18:48:15.01        , -05:11:38          , 8.799 , 2.93e+06, 8.0e+31
  J1848-0601    , 18:48:20.349       , -06:01:07.7        , 15.696, 1.24e+07, 1.0e+33
  J1848+0604    , 18:48:54.622       , +06:04:46.8        , 12.600, 9.41e+06, 1.4e+31
  J1848+0647    , 18:48:56.01        , +06:47:31.7        , 1.128 , 9.16e+05, 2.7e+33

  J1848+0826    , 18:48:43.77        , +08:26:35.9        , 3.864 , 1.91e+07, 3.0e+32
  J1848-1150    , 18:48:11.81        , -11:50:09.2        , 5.647 , 1.45e+07, 2.5e+31
  J1848+12      , 18:48:30           , +12:50             , 9.527 , *       , *
  J1848-1243    , 18:48:18.026       , -12:43:30          , 3.149 , 1.49e+07, 2.4e+32
  J1848-1414    , 18:48:39.15        , -14:14:17          , 5.261 , 3.35e+08, 2.1e+31

  J1848+1516    , 18:48:56.13        , +15:16:44.1        , 3.545 , 2.11e+07, 6.0e+30
  B1845-19      , 18:48:18.03        , -19:52:31          , 0.751 , 2.93e+06, 1.1e+31
  J1849-0001    , 18:49:01.632       , -00:01:17.45       , *     , 4.31e+04, 9.8e+36
  J1849+0001g   , 18:49:23           , +00:01             , 3.964 , *       , *
  J1849+0009g   , 18:49:42           , +00:09             , 5.813 , *       , *

  J1849-0014g   , 18:49:31           , -00:14             , 4.863 , *       , *
  J1849+0016g   , 18:49:58           , +00:16             , 4.579 , *       , *
  J1849-0019g   , 18:49:15           , -00:19             , 5.614 , *       , *
  J1849+0037g   , 18:49:28           , +00:37             , 7.901 , *       , *
  J1849-0040    , 18:49:10.25        , -00:40:20          , 7.887 , 9.56e+05, 1.4e+33

  J1849+0106    , 18:49:55.404       , +01:06:22.6        , 4.581 , 1.71e+06, 1.1e+32
  J1849+0127    , 18:49:44.18        , +01:27:23          , 4.691 , 3.07e+05, 6.9e+33
  J1849+0225g   , 18:49:13           , +02:25             , 5.779 , *       , *
  J1849-0317    , 18:49:57.85        , -03:17:31          , 1.212 , 4.81e+05, 2.9e+33
  J1849+0339g   , 18:49:55           , +03:39             , 9.911 , *       , *

  J1849+0409    , 18:49:03.471       , +04:09:42.3        , 1.974 , 5.59e+05, 1.9e+33
  J1849+0430    , 18:49:40.44        , +04:30:36.8        , 5.976 , 5.87e+07, 6.0e+31
  J1849-0614    , 18:49:45.157       , -06:14:31.5        , 3.504 , 2.8e+05 , 2.5e+33
  B1846-06      , 18:49:06.435       , -06:37:06.9        , 3.849 , 4.97e+05, 6.0e+32
  J1849+2423    , 18:49:34.6763      , +24:23:45.976      , 3.976 , 2.86e+07, 2.9e+32

  J1849+2559    , 18:49:47.555       , +25:59:57.66       , 6.068 , 4.58e+07, 5.1e+31
  J1850-0002g   , 18:50:00           , -00:02             , 5.732 , *       , *
  J1850-0006    , 18:50:47.93        , -00:06:26.1        , 5.912 , 8.04e+06, 1.6e+31
  J1850+0011g   , 18:50:04           , +00:11             , 5.726 , *       , *
  J1850-0020g   , 18:50:06           , -00:20             , 5.751 , *       , *

  J1850+0026    , 18:50:45.144       , +00:26:25.6        , 4.045 , 4.77e+07, 1.1e+31
  J1850-0026    , 18:50:14.714       , -00:26:11.6        , 6.710 , 6.75e+04, 3.3e+35
  J1850-0031    , 18:50:33.39        , -00:31:09          , 6.502 , 9.21e+06, 1.3e+32
  J1850+0124    , 18:50:01.0139      , +01:24:34.61       , 3.385 , 5.18e+09, 9.5e+33
  J1850+0242    , 18:50:41.683       , +02:42:57.44       , 12.310, 4.37e+08, 7.1e+34

  J1850+0423    , 18:50:23.43        , +04:23:09.2        , 8.234 , 5.04e+07, 1.5e+32
  B1848+13      , 18:50:35.473       , +13:35:58.39       , 2.167 , 3.67e+06, 1.4e+33
  J1850+15      , 18:50:09           , +15:32             , 1.225 , *       , *
  J1851+00      , 18:51:02           , +00:10             , 2.976 , *       , *
  J1851-0029    , 18:51:55.093       , -00:29:58.1        , 5.453 , 1.73e+06, 1.3e+33

  J1851-0053    , 18:51:03.17        , -00:53:07.3        , 0.959 , 2.56e+07, 1.2e+31
  J1851+0056g   , 18:51:27           , +00:56             , 4.995 , *       , *
  J1851-0114    , 18:51:16.41        , -01:14:13.4        , 5.214 , 6.08e+06, 1.1e+32
  J1851+0118    , 18:51:52.18        , +01:18:59          , 5.648 , 1.05e+05, 7.2e+33
  J1851+0233    , 18:51:09.130       , +02:33:46.4        , 12.653, 2.5e+06 , 2.1e+33

  J1851+0241    , 18:51:20.34        , +02:41:20.0        , 11.117, 3.15e+06, 9.8e+30
  J1851-0241    , 18:51:15.26        , -02:41:31          , 7.922 , 8.66e+05, 3.8e+33
  B1848+04      , 18:51:03.298       , +04:18:12.0        , 4.089 , 4.14e+06, 1.9e+33
  J1851-0633    , 18:51:41.646       , -06:33:48.4        , 6.199 , 1.27e+07, 1.3e+31
  B1848+12      , 18:51:13.215       , +12:59:35.29       , 2.644 , 1.66e+06, 2.6e+32
